factor	pole	rank	group	group_rank	text_id	score	subcorpus	filename	path	present_loading_lemmas	excerpt
factor_3	positive	14	1970	6	t000208	-1.0000000000	1970	tv_com_1970_3.txt	1970/tv_com_1970_3.txt		Honey, there's a guy at the club. Great hair, but dandruff. Yup. Just a few flakes. Tell him. Pam. Even if no one tells you, just a few flakes are noticeable. So try Head & Shoulders. Give up soft, shiny hair. It's gentle every time. Trust me. Ooh, smells model. Hair like this from Head & Shoulders. Gorgeous. Head & Shoulders. Strong against dandruff. Gentle on your hair.
factor_3	positive	15	1970	6	t000210	-1.0000000000	1970	tv_com_1970_5.txt	1970/tv_com_1970_5.txt		In 1972, you watched the splitting of a Cartier diamond in a full-size Mercury Marquis. Now, they're going to risk it in a smaller Mercury Monarch with its own kind of suspension to see if this Monarch's ride is smooth and steady enough. We picked this bumpy road to make it tough. Remember, he must hit it precisely in a pre-cut groove or lose a $50,000 diamond. How did it go? Perfect. Beautiful. Mercury Monarch, priced under $4,800. Beautiful. Thank you for watching.
factor_3	positive	16	1960	7	t000110	-1.0000000000	1960	tv_com_1960_9.txt	1960/tv_com_1960_9.txt		George Whipple, you old side-liner! Tex, can you help me stop those ladies from squeezing Charmin bathroom tissue? Reckon I can. Now, you womenfolk, stop squeezing that Charmin. But Charmin's so soft. It's irresistible. Has deep down squeezable softness. It smells good, too. Please don't squeeze the Charmin. Be out of town by sundown. Mr. Whipple!
factor_3	positive	17	1960	7	t000117	-1.0000000000	1960	tv_com_1960_18.txt	1960/tv_com_1960_18.txt		Somebody saw the shot and she's got a cold drink for you. Canada Dry Ginger Ale. One gulp is for thirst, the other gulps are for kicks. Press 22 and step out at a party. Things are looking pretty good. Canada Dry Ginger Ale, so good it hurts. Fresh, wet, and moonlit. A girl and a Canada Dry. Guy plays piano and he gets a drink. Canada Dry Ginger Ale. One gulp is for thirst, the other gulps are for kicks. Enjoy the taste of Canada Dry Ginger Ale, now in convenient no-return bottles.
factor_3	positive	18	1950	8	t000002	-1.0000000000	1950	tv_com_1950_3.txt	1950/tv_com_1950_3.txt		For you and your home, a Ken Tile floor does so many things. It lights up a room with beauty, is wonderfully easy to care for, and virtually never wears out its welcome. Here's a floor done in new Ken Tile Easy Clean solid vinyl tile. For only $33.95 and in less than a day, you can install Easy Clean yourself right over your old floor. Adhesive, a brush, and scissors are all you need. Ken Tile Easy Clean is the low-cost solid vinyl tile that's not just vinyl on top, but vinyl through and through
factor_3	positive	19	1950	8	t000004	-1.0000000000	1950	tv_com_1950_6.txt	1950/tv_com_1950_6.txt		The world is unfair to a dieter. Who can stay on a diet when this is all there is to eating? Now from the Edward Dalton Company comes today's new way to diet. Good Measure, the world's first 300-calorie diet dinners. Now you can actually eat full meals like meat, potatoes, gravy, twice a day and still lose as much weight as you would with the well-known liquid diets. Impossible? Until now. The Edward Dalton Company discovered how to control calories in full meals like beef stew. So each dinner i
factor_3	negative	20	1950	1	t000099	-11.0000000000	1950	tv_com_1950_114.txt	1950/tv_com_1950_114.txt	beauty, delicate, famous, gift, girl, give, lady, lose, lovely, precision, tomorrow	Is that favorite young lady of yours graduating soon? Well, I'm sure you want to give her the most glamorous and beautiful gift possible, yet sensible and useful. Well, here's the most exciting gift a girl ever dreamed of. And it's at your Bulova Jewelers now. The lovely Bulova Miss America. Take a good close look. Isn't that a beauty? She'll love the delicate styling. The stunning expansion bracelet. Bulova styling at its finest. And inside, all the precision, all the superb accuracy for which 
factor_3	negative	21	1950	1	t000035	-5.0000000000	1950	tv_com_1950_41.txt	1950/tv_com_1950_41.txt	gift, girl, give, lady, tomorrow	Now, here's a question I have for you ladies. What will they think of next? Here's Evelyn Patrick to tell you about a combination they did think of next. Snow Peach and Futurama. Yes, girls, for color that puts a new light on your lips that is pure allure, you'll want Revlon's shade of Snow Peach lipstick. And, of course, you'll want it in a glamorous Futurama like this. The engraved white enamel case is just perfect for any fashion and bound to give you that feeling of elegance every woman want
factor_3	negative	22	1950	1	t000022	-4.0000000000	1950	tv_com_1950_26.txt	1950/tv_com_1950_26.txt	beauty, delicate, girl, lovely	every girl feels like a storybook princess when she shows off her trousseau delicate lingerie lovely linens romantic little breakfast frocks and a blanket that's a dream of beauty and this princess knew how to take care of her lovely things now married in her own little castle she washed them by machine with are not without wash day detergent nice laundry deserves the safest possible soap that's it ivory snow it's the only soap both ivory safe and granulated to get things really clean gentle cle
factor_3	negative	23	1950	1	t000017	-3.0000000000	1950	tv_com_1950_20.txt	1950/tv_com_1950_20.txt	beauty, lady, lovely	For clearer skin, use Kame. Kame, the soap of beautiful women. Do shadows cloud your beauty? Cloud your beauty. Do shadows cloud your beauty? Cloud your beauty. Come out of the shadows into the light. Start with Kame, start tonight. A lovelier skin with Kame. Mrs. Gary Fleming knows, now she's a Kame bride. Kame does work wonders. Use Kame yourself and you'll be lovelier in no time. Kame's lather is so gentle and creamy. Change to regular care, use Kame, and your first cake will bring a clearer,
factor_3	negative	24	1950	1	t000030	-3.0000000000	1950	tv_com_1950_35.txt	1950/tv_com_1950_35.txt	beauty, girl, lovely	every girl dreams of this moment when her beauty framed by a soft romantic hairstyle blossoms in the happiness of a bride and now through honeymoon days ahead how will she keep her hair and hairstyle beautiful of course she's packed gossamer among her precious things just a light spray of gossamer in the morning keeps her hair and lovely shape and protects it from drying Sun and wind when it's time to wash and reset her hair she simply presses the curls into place and sprays with quick drying go
factor_3	negative	25	1960	2	t000151	-3.0000000000	1960	tv_com_1960_58.txt	1960/tv_com_1960_58.txt	gift, girl, give	she's our little girl and each and every moment with her happens only once that's why we have a movie camera a Kodak Instamatic movie camera so we can remember each and every moment Christmas is almost here and a Kodak Instamatic movie camera will make a perfect gift you hold it like this open it up and drop in the film now in case you are thinking movies are going to be expensive well they're not a whole roll will cost you less than a dozen snapshots and this camera is less than $30 is there so
factor_3	negative	26	1960	2	t000106	-2.0000000000	1960	tv_com_1960_3.txt	1960/tv_com_1960_3.txt	famous, tomorrow	Oh no, Fluff, not in there! Oh dear, here we go again! Help! Now where am I? In Rexall Land, the wonderful kingdom where just a penny more buys two. You're playing a game. Of course I am. The famous Rexall one cent sale game. Look, the regular price of Rexall's hundred tablet bottle of buffered aspirin is 98 cents, but during Rexall's one cent sale, all you do is pay. All you do is add a penny and you get two bottles for only 99 cents. Fantastic! Mm-hmm, same thing with the hundred tablet bottle
factor_3	negative	27	1970	3	t000224	-2.0000000000	1970	tv_com_1970_19.txt	1970/tv_com_1970_19.txt	lose, tomorrow	you don't have to lose sleep worrying about that drive to work tomorrow not when you've got firestone snow biters going with you to dig you out and pull you through they've got two sets of deep biting teeth and in between traction bars for quiet running and long mileage in radios bias or retrans they'll put deep in your winter driving firestone town and country snow biters pleasant
factor_3	negative	28	1970	3	t000208	-1.0000000000	1970	tv_com_1970_3.txt	1970/tv_com_1970_3.txt	give	Honey, there's a guy at the club. Great hair, but dandruff. Yup. Just a few flakes. Tell him. Pam. Even if no one tells you, just a few flakes are noticeable. So try Head & Shoulders. Give up soft, shiny hair. It's gentle every time. Trust me. Ooh, smells model. Hair like this from Head & Shoulders. Gorgeous. Head & Shoulders. Strong against dandruff. Gentle on your hair.
factor_3	negative	29	1980	4	t000317	-2.0000000000	1980	tv_com_1980_8.txt	1980/tv_com_1980_8.txt	gift, give	Will Daddy like it? Daddy loves Old Spice. Wow! That's what makes Daddy smell so special. I love the smell of my Daddy. You put the ribbon on. This Christmas, people all over America are giving the men in their lives the classic scent of Old Spice. The clean, fresh, masculine scent so many women love. I love the smell of Daddy. And so does Mommy. For a Christmas gift he'll really love, the classic scent of Old Spice.
factor_3	negative	30	1980	4	t000405	-2.0000000000	1980	tv_com_1980_109.txt	1980/tv_com_1980_109.txt	gift, give	When you give someone a gift pack from Hickory Farms this Christmas, you're giving them the world. Because we go to Nebraska and Iowa for our award-winning beef stick. Winstead, Minnesota for Uncle Walt's cheddar. Virginia for our sparkling apple shine cider. And San Francisco for delicious candies. We search the world to find unique foods for our Christmas gift packs. So come to Hickory Farms. We'd like to put one together for you.
factor_3	negative	31	2020	5	t000725	-1.0000000000	2020	tv_com_2020_4.txt	2020/tv_com_2020_4.txt	give	hey what's up it's the people shark here damon john i'm going to give you a tip that i have never shared with anyone before this tip is about how to create the wow factor in your home every person that comes into my home comments about how amazing it smells it's all thanks to aroma 360 scent abuse we feel like we live in a luxurious hotel every day and i love how evenly it sets our space i highly recommend that you go directly to aroma360.com to get yours today you
factor_3	negative	32	2020	5	t000728	-1.0000000000	2020	tv_com_2020_7.txt	2020/tv_com_2020_7.txt	lose	This is Milo. Pets are family. But every year, 10 million go missing. And the way we look for them hasn't changed in years. Until now. One post of a dog's photo in the Ring app starts outdoor cameras looking for a match. Search Party from Ring uses AI to help families find lost dogs. Since launch, more than a dog a day has been reunited with their family. Be a hero in your neighborhood with Search Party. Available to everyone for free right now. Join the neighborhood at ring.com.
factor_3	negative	33	2010	6	t000700	-2.0000000000	2010	tv_com_2010_97.txt	2010/tv_com_2010_97.txt	gift, give	you know we were playing around today it's crystal sporting let's go riders around the world let's create some magic we rise in three two our kind of joy feels different this holiday give the gift of peloton
factor_3	negative	34	2010	6	t000621	-1.0000000000	2010	tv_com_2010_4.txt	2010/tv_com_2010_4.txt	lady	Cut! What's that doing on my set? Product placement, sir. Whenever we feature a product in a scene, we get tons of free stuff. Here we go. Oh, my God! Oh, my God! Bud Light! Really? My lady? You saved me. It's the sure sign of a good time. Just right taste of Bud Light. Here we go. Yeah, I don't know. More Bud Light just to be safe?
factor_3	negative	35	2000	7	t000524	-1.0000000000	2000	tv_com_2000_10.txt	2000/tv_com_2000_10.txt	give	Your turn, Jimmy. Look at the brown fish. No, Jimmy! You need the passion, okay? Again, again, come on. The flaky fish. Unbelievable. Listen, Jimmy, listen to me. The succulent flaky white fish strips. Each bite brings you closer to the joy you never thought possible, okay? The six-piece crunchy fish strip combo is only $2.99. Now give it to me. The... I... Long John Silver's. How can you resist? I can't.
factor_3	negative	36	2000	7	t000530	-1.0000000000	2000	tv_com_2000_17.txt	2000/tv_com_2000_17.txt	lose	Okay, okay, quiet, everyone! Here are the facts. People have finally discovered that with more flavor and half the fat of mayonnaise, Miracle Whip makes a better... turkey sandwich! We've decided our best chance for survival is to not be turkeys, but... ducks! He's finally lost it. Bad news for turkeys, good news for you. With more flavor and half the fat of mayonnaise, Miracle Whip makes a better turkey sandwich.
factor_3	negative	37	1990	8	t000414	-1.0000000000	1990	tv_com_1990_2.txt	1990/tv_com_1990_2.txt	lady	Hey, lady! Come on, hit the gas! You're killing me out here! Jet Moto 2. More tracks, more control, more speed. Take advantage of it. And turn off the blinker!
factor_3	negative	38	1990	8	t000441	-1.0000000000	1990	tv_com_1990_36.txt	1990/tv_com_1990_36.txt	give	Triples taste good. You'll be surprised. Nothing surprises me. Crisp rice like Rice Krispies, plus crisp wheat and crisp corn, give triples a taste so surprisingly good, people do a... ...triple take. He liked it. I'm not surprised.
factor_2	positive	1	1950	1	t000023	6.0000000000	1950	tv_com_1950_28.txt	1950/tv_com_1950_28.txt	clean, clothe, dish, sud, wash, white	Now isn't that just like a boy? Every morning it's the same story. You can't wake him up. He's still half asleep when... Uh-oh, he knows better than that. Shoes on your clean white sheet and... You have to wash it. So you wash it in cheer. Only Blue Cheer has the Blue Magic Whitener. Not just a bluing, a new and better whitener that really whitens clothes. Bluing, not with cheer. Bleach, only for problem stains. Cheer's Blue Magic Whitener is different. So your boy has a snack. Watch out for you
factor_2	positive	2	1950	1	t000051	6.0000000000	1950	tv_com_1950_58.txt	1950/tv_com_1950_58.txt	clean, clothe, detergent, dirty, sud, wash	George, look what you're doing to that handkerchief. Gee, honey, I'm sorry it's such a mess. Well, never mind. I've discovered something that even gets dirt like that out. It's Dash. Yes, Dash. Procter & Gamble's great new detergent for automatic washers. Just watch this dramatic cleaning test. In these two jars, we'll put a teaspoon of a leading low sudser in one, Dash in the other. On this cloth, cut in half a heavy mixture of dirt and oil. Half there, half here. With Dash, no more worry about
factor_2	positive	3	1950	1	t000076	6.0000000000	1950	tv_com_1950_86.txt	1950/tv_com_1950_86.txt	bright, clean, detergent, sud, wash, white	This, my friends, is a birthday party. Just look. I see a real laundry job ahead. Fruit stains, mustard, grass stains, and plenty of plain dirt. But I know a wonderful new way to get this birthday party wash bleached white. It's a new idea, a new detergent that I think you'll be interested in. And this is it. New Oxidol. Now watch. I pour just a cupful in my machine. And presto, here's my wash. Beautifully clean and white. Bleach white. Because this new Oxidol actually contains its own bleach. I
factor_2	positive	4	1950	1	t000034	5.0000000000	1950	tv_com_1950_40.txt	1950/tv_com_1950_40.txt	clean, detergent, dirty, dish, sud	Here is a job that has made more than one woman shudder. Stacks of dirty dishes to get through. But here is what gets rid of those dirty dishes fast and easy. Luxe liquid detergent. It's packed in a can that won't break. And one little teaspoonful of Luxe liquid does the dishes for a family of four. Makes suds like these. There's even a special dripless spout that means easy pouring and no messy handling. Milk-stained glasses come clean in no time. Now the secret? Luxe liquid cuts under grease, 
factor_2	positive	5	1950	1	t000040	4.0000000000	1950	tv_com_1950_46.txt	1950/tv_com_1950_46.txt	clean, detergent, dirty, white	It just had to happen. A household cleaner that's murder on dirt, but nice to use. It's Handy Andy, Beaver Brothers' new all-purpose liquid detergent. For floors, walls, woodwork, all your toughest cleaning jobs. That's Handy Andy. It's murder on dirt, but nice to use. You see, unlike ordinary liquid cleaners, there's no smelly kerosene in Handy Andy. It cleans faster, safer, easier than anything you've ever used. Yet, leaves things smelling clean and fresh. Kind to your hand, safe for everythin
factor_2	positive	6	1980	2	t000330	5.0000000000	1980	tv_com_1980_23.txt	1980/tv_com_1980_23.txt	bright, clean, detergent, wash, white	Just when you thought your wash was clean, now your wash can be really clean. Introducing Lysol Laundry Sanitizer. So powerful it does what hot water can't. Work with your detergent to reduce household germs, even odor-causing germs. 99.9% Lysol Laundry Sanitizer leaves your wash so white, bright, fresh-smelling, it's clean. New Lysol Laundry Sanitizer reduces germs 99.9%.
factor_2	positive	7	1980	2	t000343	4.0000000000	1980	tv_com_1980_38.txt	1980/tv_com_1980_38.txt	bright, clean, clothe, white	Mama keeps red, red like a wagon. Mama keeps green, green like a dragon. Mama keeps white, bright like a wish come true. Mama's got the magic of Clorox 2. Clorox 2 Color Safe Bleach helps clothes look newer longer. Cleaners and brighteners keep colors and whites clean, bright and pretty. Mama keeps me looking like I'm brand new. Mama's got the magic, Mama's got the magic of Clorox 2. Clorox 2 Powder and Bleach.
factor_2	positive	8	1960	3	t000127	5.0000000000	1960	tv_com_1960_30.txt	1960/tv_com_1960_30.txt	bright, clean, clothe, detergent, white	Good morning, Mrs. Jones. You certainly got your laundry clean and white. Well, thank you, Mrs. Smith. You're right, it's clean and white. Too bad it's not great. In fact, it's second rate. Now you can get clothes better than clean and white. Now you can get clothes bright. Bright? With Bold. Bold? The new detergent Bold. It's from Procter & Gamble, a formula that's new. A power combination that's green, white, and blue. It gets dirt out, gets clothes bright. For whiter whites, bluer blues. Chec
factor_2	positive	9	1960	3	t000126	3.0000000000	1960	tv_com_1960_28.txt	1960/tv_com_1960_28.txt	clean, detergent, wash	introducing a totally new kind of animal not a bleach not a detergent it's a dirt eater biz with bioenzyme procter and gamble's new invention for pre-soaking laundry the dirt eater biz eats dirt no detergent no bleach no other pre-soaker can stomach watch biz have a picnic with these stains dried into this napkin impossible stains like gravy chocolate pudding spinach even blood we pre-soak them in biz before washing biz eats dirt digest dirt and stains biologically after washing look the stains 
factor_2	positive	10	1970	4	t000264	3.0000000000	1970	tv_com_1970_62.txt	1970/tv_com_1970_62.txt	clean, detergent, wash	I'll give you $50 for that shirt you have in your hand right there. Is it a deal? Okay. All right, fine. I don't know. Are you giving me $50 for it? It's to prove a point. Now, you're washing detergent alone, right? We're going to wash this half in your detergent, this half in your detergent, plus Clorox liquid bleach. What do you think? It's cleaner. Clorox-sized cleaner. There is a difference when you use Clorox. It's incredible. Clorox-sized cleaner.
factor_2	positive	11	1970	4	t000296	2.0000000000	1970	tv_com_1970_97.txt	1970/tv_com_1970_97.txt	detergent, white	Okay, open your eyes. Oh, Mom, new towels. Red, white, and blue ones. They make the bathroom look new. They're so fluffy. They look so expensive. They're the new red, white, and blue towels you get from Bonus Detergent. The Bonus you use? The same Bonus that gets our laundry really white. See Jimmy's baseball shirt? I love the new towels. Now it'll be fun to take a bath. Oh, yeah. From Bonus, new red, white, and blue towels.
factor_2	positive	12	1990	5	t000443	3.0000000000	1990	tv_com_1990_38.txt	1990/tv_com_1990_38.txt	clean, detergent, wash	Hey, that's three. My son swore he wouldn't wash his lucky shirt until his winning streak was over. What's up, Blackman? That shirt looked and smelled so bad. My husband suggested that new bleach detergent for odors. But odor's no problem. It's whiteness. And no detergent whitens better than my Tidewood bleach. While the new bleach detergent left stains behind, Tidewood bleach made it whiter. After all, how many lucky shirts does a kid have? If it's got to be clean, it's got to be clean.
factor_2	positive	13	1990	5	t000511	3.0000000000	1990	tv_com_1990_116.txt	1990/tv_com_1990_116.txt	clean, dirty, dish	I think men and women should share household chores, don't you? I cook, and my husband Bill does the dishes. He's terrific at it. He always scrapes plates, and he never, ever overloads. No matter who does the dishes, Cascade does the dirty work. Other leading brands can leave spots so your dishes look dirty. Cascade with shooting action gets them so clean, they're virtually spotless. Perfect! Mmm, just like you, my little love. Thanks for watching!
factor_2	positive	14	2010	6	t000709	4.0000000000	2010	tv_com_2010_108.txt	2010/tv_com_2010_108.txt	clean, detergent, dirty, white	We're on the road showing real people the stain-fighting power of OxyClean. I have a big stain. Let's see what happens with OxyClean. It's coming out! Wow, that's crazy. Grape juice on a teddy bear. The grape juice is coming right out. I'm very surprised it came out so fast. Dirty lace is very hard to clean. That's night and day. From dingy to white in seconds. OxyClean gets the tough stains out. And now, try upgraded OxyClean laundry detergent, for people who are serious about clean.
factor_2	positive	15	2010	6	t000708	3.0000000000	2010	tv_com_2010_107.txt	2010/tv_com_2010_107.txt	clean, detergent, wash	Introducing All with InWash Pre-Treaters. To prove how amazing it cleans, we set out to find tough stains. And every mom knows, Little League plays mean Major League stains. And now All is the official detergent of Little League Baseball. All combines InWash Pre-Treaters with its active stain lifters to attack tough grass stains for more cleaning power than just washing with the leading value detergent and booster combined. Give us your worst, we'll give it our all. We'll be right back.
factor_2	positive	16	2020	7	t000779	3.0000000000	2020	tv_com_2020_64.txt	2020/tv_com_2020_64.txt	clean, clothe, wash	Did you know that 70% of the soils on your clothes are invisible? Under UV light, you see the invisible dirt trapped deep down. Try new Tide Pods Hygienic Clean Heavy Duty. For a deep clean, just toss in a pack. Formulated with 10 concentrated cleaning actives that clean deep down into the fabric to remove invisible dirt. See the difference? After being washed with Tide Hygienic Clean. For a deep clean, try Tide Hygienic Clean with a 100% money-back guarantee. If it's gotta be clean, it's gotta 
factor_2	positive	17	2020	7	t000740	2.0000000000	2020	tv_com_2020_21.txt	2020/tv_com_2020_21.txt	clean, white	Your resume says you're a professional floor cleaner, Mr. Clean. Mr. Clean Professional lifts away grease and grime in half the time. Did you know these floors were white? You're hired.
factor_2	positive	18	2000	8	t000578	3.0000000000	2000	tv_com_2000_72.txt	2000/tv_com_2000_72.txt	bright, dirty, white	Hey, why are you painting out the word whiter? I don't want anybody to know New Ultra Clorox Bleach gets whites even whiter than before. But it does. You know it. I know it. Nobody else needs to know it. Sorry, fellas. New Ultra Clorox Bleach gets even the dirtiest whites like this whiter. For a brighter white you can really see. Now nobody will ever know that New Ultra Clorox Bleach gets whites even whiter than before. Not unless they try it. Oh, brother. New Ultra Clorox Bleach gets whites eve
factor_2	positive	19	2000	8	t000569	2.0000000000	2000	tv_com_2000_62.txt	2000/tv_com_2000_62.txt	clean, dish	Don't forget to rinse those dishes first. That'll take forever. There's no need to rinse with Electrosol 3-in-1. It's 3-in-1 formula lifts, stains, cleans, and shines for 100% clean dishes. Ooh, sparkling. Electrosol 3-in-1 tabs.
factor_2	negative	20	2000	1	t000524	1.0000000000	2000	tv_com_2000_10.txt	2000/tv_com_2000_10.txt		Your turn, Jimmy. Look at the brown fish. No, Jimmy! You need the passion, okay? Again, again, come on. The flaky fish. Unbelievable. Listen, Jimmy, listen to me. The succulent flaky white fish strips. Each bite brings you closer to the joy you never thought possible, okay? The six-piece crunchy fish strip combo is only $2.99. Now give it to me. The... I... Long John Silver's. How can you resist? I can't.
factor_2	negative	21	2000	1	t000570	1.0000000000	2000	tv_com_2000_63.txt	2000/tv_com_2000_63.txt		Getting ready to clean the bathroom, Mom? Yep. Introducing the Mr. Clean Magic Reach, a new extendable cleaning tool that makes cleaning the bathroom less of a workout. It comes with a flexible head and two different cleaning pads. The scrubbing pad tackles showers and cleans tubs with ease. The mopping pad cleans counters, floors, and hard-to-reach areas. Why reach? Get Mr. Clean Magic Reach.
factor_2	negative	22	2000	1	t000572	1.0000000000	2000	tv_com_2000_65.txt	2000/tv_com_2000_65.txt		what some people will do for the freshness of laundry dried in the cleanest breeze introducing a new scent from tide tide clean breeze perhaps the cleanest scent you can get without the commute new tide clean breeze also available in
factor_2	negative	23	2000	1	t000575	1.0000000000	2000	tv_com_2000_68.txt	2000/tv_com_2000_68.txt		Swiffer Test 33. Thick wet cloth, prepped for cleaning challenge. Introduction of live mud stimulus. Subject responsive. Initial trial leads to satisfaction with thorough clean. Note subject's commitment to hygiene. And dirt disposal glory. Swiffer Wet. Changing cleaning behavior.
factor_2	negative	24	2000	1	t000579	1.0000000000	2000	tv_com_2000_74.txt	2000/tv_com_2000_74.txt		When it comes to cleaning your carpet, choose your weapon wisely. Introducing Woolite OxyDeep 2X, the only double-barreled aerosol cleaner that permanently removes stains all the way through. New from Woolite.
factor_2	negative	25	2020	2	t000723	1.0000000000	2020	tv_com_2020_2.txt	2020/tv_com_2020_2.txt		I'm Mr. Wonderful from Shark Tank. When Blueland asked me to clean a toilet on TV, I said, are you joking? But here I am because Blueland is serious about saving you money. Stop paying for wasteful plastic bottles. With Blueland, you only need to buy one. Easily clean anything around your house. Your vault. Portraits of your ancestors. And at $2 a tablet, you're set for life. And so am I, because I get a royalty. Get your kit now at Blueland.com. Smells like a D.
factor_2	negative	26	2020	2	t000726	1.0000000000	2020	tv_com_2020_5.txt	2020/tv_com_2020_5.txt		Downey showed this NFL mom a clip about her son. You smell like hot dog water, boy. Who? You. Not my son. We need to do something about that. Do I smell hot dog water? Model, what you doing here? Ugh. Take this funky shirt and throw it in there. Have you heard of Downey Rinse? I'm gonna show you how to rinse that odor out. Smell that. That smells a lot better. It does. Rinse impossible odors out in one wash. Rinse impossible odors out in one wash.
